1234,3,31,4,true,1428,1.612,study,IRS,1,0,1.612,0,1,0.3,0.3,Infinity
1234,3,31,4,true,915,1.697,test,IRS,2,0,3.309,0,2,0.3,0.3,1.5712
1234,3,35,20,true,1332,2.62,study,IRS,3,0,5.929,0,1,0.3,0.3,Infinity
1234,3,35,20,true,1188,2.2889999999999997,test,IRS,4,0,8.218,0,2,0.3,0.3,1.6353
1234,3,11,2,true,1006,1.7859999999999996,study,IRS,5,0,10.004,0,1,0.3,0.3,Infinity
1234,3,42,10,true,1522,2.535,study,IRS,6,0,12.539,0,1,0.3,0.3,Infinity
1234,3,11,2,true,900,1.6850000000000005,test,IRS,7,0,14.224,0,2,0.3,0.3,1.851
1234,3,42,10,true,1309,2.3619999999999983,test,IRS,8,0,16.586,0,2,0.3,0.3,1.8404
1234,3,97,70,true,1757,2.771000000000001,study,IRS,9,0,19.357,0,1,0.3,0.3,Infinity
1234,3,60,60,true,1225,2.311,study,IRS,10,0,21.668,0,1,0.3,0.3,Infinity
1234,3,97,70,true,1375,2.4110000000000014,test,IRS,11,0,24.079,0,2,0.3,0.3,1.9285
