1,3,38,32,true,1832,2.623,study,IRS,1,0,2.623,0,1,0.3,0.3,Infinity
1,3,38,32,true,2530,3.5329999999999995,test,IRS,2,0,6.156,0,2,0.3,0.3,1.7221
1,3,34,16,true,1296,2.718000000000001,study,IRS,3,0,8.874,0,1,0.3,0.3,Infinity
1,3,34,16,true,1031,2.430999999999999,test,IRS,4,0,11.305,0,2,0.3,0.3,1.6498
1,3,80,80,true,1828,3.3420000000000005,study,IRS,5,0,14.647,0,1,0.3,0.3,Infinity
1,3,1,1,true,1070,1.8459999999999983,study,IRS,6,0,16.493,0,1,0.3,0.3,Infinity
1,3,80,80,true,1230,2.553000000000001,test,IRS,7,0,19.046,0,2,0.3,0.3,1.9389
1,3,1,1,true,776,1.5330000000000013,test,IRS,8,0,20.579,0,2,0.3,0.3,1.8591
1,3,54,24,true,1202,2.186,study,IRS,9,0,22.765,0,1,0.3,0.3,Infinity
1,3,27,21,true,1315,2.2749999999999986,study,IRS,10,0,25.04,0,1,0.3,0.3,Infinity
1,3,54,24,true,1526,2.4450000000000003,test,IRS,11,0,27.485,0,2,0.3,0.3,1.8656
1,3,27,21,true,1359,2.321999999999999,test,IRS,12,0,29.807,0,2,0.3,0.3,1.8926
1,3,41,5,true,1305,2.0770000000000017,study,IRS,13,0,31.884,0,1,0.3,0.3,Infinity
