0,3,21,farasi,false,1294,2.59,study,IRS,1,0,2.59,4,1,0.3,0.3,Infinity
0,3,21,paard,true,2974,7.773,test,IRS,2,0,10.363,0,2,0.3,0.3,2.0615
0,3,12,schat,true,1333,2.6580000000000013,study,IRS,3,0,13.021,0,1,0.3,0.3,Infinity
0,3,12,schat,true,793,2.8499999999999996,test,IRS,4,0,15.871,0,2,0.3,0.3,1.6404
0,3,14,katoen,true,1138,2.856,study,IRS,5,0,18.727,0,1,0.3,0.3,Infinity
0,3,11,profeet,true,1425,3.4619999999999997,study,IRS,6,0,22.189,0,1,0.3,0.3,Infinity
0,3,14,paard,false,1359,2.6950000000000003,test,IRS,7,0,24.884,5,2,0.3,0.3,2.0385
0,3,11,profeet,true,2991,8.456000000000003,test,IRS,8,0,33.34,0,2,0.3,0.3,2.2684
0,3,9,kikker,true,2475,4.2039999999999935,study,IRS,9,0,37.544,0,1,0.3,0.3,Infinity
0,3,4,graf,true,1222,3.5519999999999996,study,IRS,10,0,41.096,0,1,0.3,0.3,Infinity
0,3,9,graf,false,1333,3.199000000000005,test,IRS,11,0,44.295,6,2,0.3,0.3,2.1489
