2,3,28,12,false,2395,4.18,test,IRS,8,0,23.97,2,2,0.3,0.3,1.9464
2,3,1,1,true,1810,6.437000000000001,study,IRS,9,0,30.407,0,1,0.3,0.3,Infinity
2,3,99,90,true,1069,2.822999999999997,study,IRS,10,0,33.23,0,1,0.3,0.3,Infinity
2,3,1,11,false,667,3.125,test,IRS,11,0,36.355,1,2,0.3,0.3,1.9997
2,3,99,90,true,3088,7.8940000000000055,test,IRS,12,0,44.249,0,2,0.3,0.3,2.2555
2,3,35,20,true,1383,2.7859999999999943,test,IRS,13,0,47.035,0,3,0.2504,0.3,2.3555
2,3,64,28,true,1774,3.2690000000000055,test,IRS,14,0,50.304,0,3,0.2504,0.3,2.2985
2,3,36,24,true,1191,2.793999999999997,study,IRS,15,0,53.098,0,1,0.3,0.3,Infinity
2,3,37,28,true,1111,2.771000000000001,study,IRS,16,0,55.869,0,1,0.3,0.3,Infinity
2,3,36,24,true,1489,2.9570000000000007,test,IRS,17,0,58.826,0,2,0.3,0.3,1.9737
2,3,37,28,true,1770,3.3019999999999996,test,IRS,18,0,62.128,0,2,0.3,0.3,1.9882
