1,3,38,32,true,1677,2.495,study,IRS,1,0,2.495,0,1,0.3,0.3,Infinity
1,3,38,32,true,978,1.976,test,IRS,2,0,4.471,0,2,0.3,0.3,1.7049
1,3,34,16,true,1953,3.2800000000000002,study,IRS,3,0,7.751,0,1,0.3,0.3,Infinity
1,3,34,16,true,1340,2.662,test,IRS,4,0,10.413,0,2,0.3,0.3,1.7284
1,3,80,80,true,2239,3.4849999999999994,study,IRS,5,0,13.898,0,1,0.3,0.3,Infinity
1,3,1,1,true,1458,2.247,study,IRS,6,0,16.145,0,1,0.3,0.3,Infinity
1,3,80,80,true,1271,2.405999999999999,test,IRS,7,0,18.551,0,2,0.3,0.3,1.9886
1,3,1,1,true,1166,1.9470000000000027,test,IRS,8,0,20.498,0,2,0.3,0.3,1.8858
1,3,54,24,true,1589,2.6819999999999986,study,IRS,9,0,23.18,0,1,0.3,0.3,Infinity
1,3,27,21,true,1924,3.0090000000000003,study,IRS,10,0,26.189,0,1,0.3,0.3,Infinity
1,3,54,24,true,2217,3.4529999999999994,test,IRS,11,0,29.642,0,2,0.3,0.3,1.9847
1,3,27,21,true,1421,2.4800000000000004,test,IRS,12,0,32.122,0,2,0.3,0.3,2.0503
1,3,41,5,true,1406,2.2070000000000007,study,IRS,13,0,34.329,0,1,0.3,0.3,Infinity
1,3,52,12,true,1230,2.0989999999999966,study,IRS,14,0,36.428,0,1,0.3,0.3,Infinity
1,3,41,5,true,1350,2.128,test,IRS,15,0,38.556,0,2,0.3,0.3,1.8494
1,3,52,12,true,1150,2.0530000000000044,test,IRS,16,0,40.609,0,2,0.3,0.3,1.8414
1,3,38,32,true,1423,2.3470000000000013,test,IRS,17,0,42.956,0,3,0.2504,0.3,2.2872
1,3,30,30,true,2021,3.4739999999999966,study,IRS,18,0,46.43,0,1,0.3,0.3,Infinity
