1,3,52,12,true,1279,2.1940000000000026,study,IRS,14,0,34.078,0,1,0.3,0.3,Infinity
1,3,41,5,true,1175,1.904999999999994,test,IRS,15,0,35.983,0,2,0.3,0.3,1.8454
1,3,52,12,true,1045,2.1260000000000048,test,IRS,16,0,38.109,0,2,0.3,0.3,1.827
1,3,30,30,true,1361,2.8290000000000006,study,IRS,17,0,40.938,0,1,0.3,0.3,Infinity
1,3,38,32,true,2533,3.5049999999999955,test,IRS,18,0,44.443,0,3,0.3324,0.3,2.2865
1,3,30,30,true,1151,2.2660000000000053,test,IRS,19,0,46.709,0,2,0.3,0.3,2.0396
1,3,34,16,true,1143,2.2779999999999987,test,IRS,20,0,48.987,0,3,0.2504,0.3,2.2967
1,3,93,30,true,1193,2.7310000000000016,study,IRS,21,0,51.718,0,1,0.3,0.3,Infinity
1,3,36,24,true,1233,2.1509999999999962,study,IRS,22,0,53.869,0,1,0.3,0.3,Infinity
1,3,93,30,true,1200,2.347999999999999,test,IRS,23,0,56.217,0,2,0.3,0.3,1.9088
1,3,36,24,true,1427,2.378999999999998,test,IRS,24,0,58.596,0,2,0.3,0.3,1.8704
1,3,61,7,true,1444,2.2120000000000033,study,IRS,25,0,60.808,0,1,0.3,0.3,Infinity
