0,3,12,schag,false,2857,7.807,test,IRS,4,0,21.75,1,2,0.3,0.3,2.0188
0,3,14,katoen,true,1368,6.218,study,IRS,5,0,27.968,0,1,0.3,0.3,Infinity
0,3,11,profeet,true,1058,2.9879999999999995,study,IRS,6,0,30.956,0,1,0.3,0.3,Infinity
0,3,14,katoen,true,1583,3.575999999999997,test,IRS,7,0,34.532,0,2,0.3,0.3,1.9951
0,3,11,profeet,true,1183,3.1980000000000004,test,IRS,8,0,37.73,0,2,0.3,0.3,2.0584
0,3,9,kikker,true,2251,3.861000000000004,study,IRS,9,0,41.591,0,1,0.3,0.3,Infinity
0,3,4,graf,true,1099,2.5519999999999996,study,IRS,10,0,44.143,0,1,0.3,0.3,Infinity
0,3,9,kikker,true,1117,2.862000000000002,test,IRS,11,0,47.005,0,2,0.3,0.3,2.0463
0,3,4,graf,true,1007,2.488999999999997,test,IRS,12,0,49.494,0,2,0.3,0.3,1.9596
0,3,28,wrok,true,1389,2.868000000000002,study,IRS,13,0,52.362,0,1,0.3,0.3,Infinity
0,3,27,prooi,true,1448,3.1739999999999995,study,IRS,14,0,55.536,0,1,0.3,0.3,Infinity
0,3,28,?,false,3516,4.128,test,IRS,15,0,59.664,4,2,0.3,0.3,2.0156
0,3,27,graf,false,4513,9.332999999999998,test,IRS,16,0,68.997,4,2,0.3,0.3,2.3366
